Campaign_ID,Name,Start Date,End Date,Channel,Client,Street,City,State,State,Country,Zip,Email,Phone,Contact,Audience,Geschlecht,Altersgruppe,Location,Views,Likes,Clicks,Conversions,Conversion_Rate,Expense,Executive
458,Campaign 458,2023-06-25,2023-07-06,YouTube,Wade PLC,3571 Harvey Centers,Ronaldfurt,NY,New York,USA,35589,nhall@hotmail.com,+3305264186670,Lacey Crane,Adults 18-40,Unknown,18-40,Japan,23513,5142,2788,575,"2,45%","46503,7",Lauren Riggs
459,Campaign 459,2023-07-08,2023-07-25,Facebook,Griffin LLC,4454 Tanya Bridge Apt. 797,East Johnmouth,AR,Arkansas,USA,45759,carlos94@ware.org,+4982096317,Karen Mitchell,Seniors 60+,Unknown,60+,Latein America,64262,8103,3573,344,"0,54%","47146,07",Brandon Townsend Jr.
460,Campaign 460,2023-01-25,2023-02-17,YouTube,Roberts|Howe,64572 Dawn Forges Suite 455,South Samantha,PA,Pennsylvania,USA,33248,mckenziebrandon@allen.biz,+6985917266697,Robert Mcintosh,Adults 18-40,Unknown,18-40,Japan,64878,8111,2255,495,"0,76%","32214,88",Brandon Townsend Jr.
461,Campaign 461,2023-03-25,2023-04-12,YouTube,Riley PLC,699 Anderson Glen,Parkerside,AZ,Arizona,USA,15616,jennifer09@york.org,+6536891510,Gary Reed,Female 18-40,Female,18-40,UK,87850,131,570,226,"0,26%","22308,06",Kyle Serrano
462,Campaign 462,2023-06-22,2023-06-27,YouTube,Jones|Miranda|Martin,45011 Marc Roads Apt. 548,Johnsonbury,NJ,New Jersey,USA,40892,kristenhoward@yahoo.com,+5580039387927,Christine Barnes,Seniors 60+,Unknown,60+,Australia,29101,1048,3994,288,"0,99%","33866,53",Thomas Ryan
463,Campaign 463,2023-10-07,2023-10-21,YouTube,Hunt|Woods|Saunders,48531 Garcia Walk,Gonzalesville,WY,Wyoming,USA,31844,rramsey@warren.com,+1628025355066010,April Brewer,Seniors 60+,Unknown,60+,India,93631,4821,4899,147,"0,16%","29980,64",Melissa Haynes
464,Campaign 464,2023-09-12,2023-10-06,Instagram,Jones|Miranda|Martin,45011 Marc Roads Apt. 548,Johnsonbury,NJ,New Jersey,USA,40892,kristenhoward@yahoo.com,+5580039387927,Christine Barnes,Male 40-60,Male,40-60,UK,26281,7558,3498,135,"0,51%","7777,75",Thomas Ryan
465,Campaign 465,2023-12-26,2024-01-15,Email,Edwards LLC,123 Amanda Summit,Lake Marietown,IL,Illinois,USA,81773,tinamckay@sharp-smith.com,+506912217980069,Matthew Davis,Male 18-40,Male,18-40,India,60877,9619,3737,170,"0,28%","32738,78",Melissa Haynes
466,Campaign 466,2023-11-23,2023-12-04,TikTok,Cooper|Alexander,01438 Kristin Fords Apt. 626,Port Paula,WA,Washington,USA,20979,gchavez@yang.com,+2844015003,Alexandria Hansen,Adults 40-60,Unknown,40-60,UK,27755,1974,910,754,"2,72%","22563,25",Thomas Ryan
467,Campaign 467,2023-03-27,2023-04-23,Email,Reyes|Rios,49937 Christopher Unions,Gutierrezmouth,MI,Michigan,USA,13751,cunninghamjerry@gmail.com,+1463956594400079,Eric Davis,Teens 13-19,Unknown,13-19,UK,21508,8361,131,701,"3,26%","34346,36",Wesley Simon
468,Campaign 468,2023-08-11,2023-09-06,Facebook,Valentine|Dunn,723 Julia Burg,Bartonhaven,VT,Vermont,USA,86914,gharrington@yahoo.com,+5835472748,Nathan May,Female 60+,Female,60+,Japan,41500,3640,1108,240,"0,58%","22096,29",Melissa Haynes
469,Campaign 469,2023-05-11,2023-05-17,Email,Brown|Lawrence|Collins,069 Jeffrey Neck,North Jeffreyberg,VI,Virgin Islands,USA,70669,tracyfields@evans.com,+135132085844902,Thomas Fleming,Male 18-40,Male,18-40,USA,64553,6556,4054,618,"0,96%","47531,13",Michael Camacho
470,Campaign 470,2023-09-30,2023-10-13,YouTube,Miller|Bryant|Burnett,1044 Kennedy Prairie Apt. 186,Jamiemouth,NE,Nebraska,USA,12690,bjohnson@martin-williams.com,+9588403830,Christopher Clark,Male 18-40,Male,18-40,Australia,96281,7993,2052,174,"0,18%","5725,53",Aaron Faulkner
471,Campaign 471,2023-12-12,2023-12-21,Facebook,Hernandez Inc,9452 Amber Mills,Lopezville,NV,Nevada,USA,94038,uhansen@livingston.com,+151947089311832,Traci Holden,Adults 18-40,Unknown,18-40,Canada,16896,9076,2450,844,"5,00%","45265,9",Melissa Haynes
472,Campaign 472,2023-07-20,2023-08-15,Instagram,Noble|Mcneil|Cooper,36911 Gay Streets Suite 795,Brentmouth,LA,Louisiana,USA,62951,sarahparks@yahoo.com,+35660863350070,Mark Garcia,Adults 40-60,Unknown,40-60,Japan,52251,8700,4950,985,"1,89%","34990,79",Wesley Simon
473,Campaign 473,2023-09-06,2023-09-08,Facebook,Parker|Velasquez|Dixon,33302 Fuller Lakes,West Christopher,MH,Marshall Islands,USA,17095,hutchinsonmary@gmail.com,+4704867194830,Brian George,Female 18-40,Female,18-40,Australia,9327,6514,2424,298,"3,20%","30876,07",Aaron Faulkner
474,Campaign 474,2023-02-03,2023-02-05,YouTube,Lewis|Martinez,37059 Bates Prairie Suite 432,Port Robertmouth,MN,Minnesota,USA,28374,joshua06@king.com,+36383636475385,Angela Anderson,Adults 18-40,Unknown,18-40,USA,89065,9797,3144,10,"0,01%","33822,32",Aaron Faulkner
475,Campaign 475,2023-08-23,2023-09-12,YouTube,Riley PLC,699 Anderson Glen,Parkerside,AZ,Arizona,USA,15616,jennifer09@york.org,+6536891510,Gary Reed,Female 60+,Female,60+,India,38344,610,2973,717,"1,87%","38461,72",Kyle Serrano
476,Campaign 476,2023-07-02,2023-07-07,YouTube,Bradley|Jackson|Miller,190 Bradley Mill Suite 940,Craigbury,MO,Missouri,USA,18832,hansonpatrick@hunt.com,+3551561435486,Dr. David Glass Jr.,Male 60+,Male,60+,Australia,12027,8229,720,437,"3,63%","44001,35",Melissa Haynes
477,Campaign 477,2023-02-20,2023-02-22,Instagram,Lewis|Martinez,37059 Bates Prairie Suite 432,Port Robertmouth,MN,Minnesota,USA,28374,joshua06@king.com,+36383636475385,Angela Anderson,Male 40-60,Male,40-60,UK,62975,5867,2083,446,"0,71%","45506,88",Aaron Faulkner
478,Campaign 478,2023-05-03,2023-05-17,YouTube,Herrera|Cook,0613 David Haven Apt. 354,North Samantha,MI,Michigan,USA,10699,ijordan@gmail.com,+8808919091,Madison York,Female 60+,Female,60+,Europe,60112,4127,2615,417,"0,69%","34949,67",Wesley Simon
479,Campaign 479,2023-05-22,2023-05-31,YouTube,Jones LLC,89103 Jennings Cape Suite 740,South Dianafort,FL,Florida,USA,68504,norrisjames@pearson-burton.biz,+36395706167906,Danielle Hernandez,Male 18-40,Male,18-40,Canada,98449,4709,4091,539,"0,55%","22987,9",Aaron Faulkner
480,Campaign 480,2023-12-10,2024-01-02,Instagram,Weaver|Hoover,050 Andrews Green,North Renee,VT,Vermont,USA,22014,jacqueline32@dominguez.biz,+5741894981166,Kathy Mahoney,Adults 40-60,Unknown,40-60,Japan,3091,6185,2400,168,"5,44%","48184,77",Brandon Townsend Jr.
481,Campaign 481,2023-05-25,2023-05-27,TikTok,Phillips|Lewis,152 Munoz Spur,Richardbury,NE,Nebraska,USA,64820,ssullivan@yahoo.com,+163276214014577,April Williams,Teens 13-19,Unknown,13-19,Canada,29533,4523,4816,55,"0,19%","25895,84",Aaron Faulkner
482,Campaign 482,2023-09-02,2023-09-21,TikTok,Gray Ltd,Unit 4555 Box 7398,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,owenmelinda@yahoo.com,+1728597837,Mark Long,Female 40-60,Female,40-60,Australia,45593,3214,4125,411,"0,90%","19649,27",Jesus Rivera
483,Campaign 483,2023-12-18,2024-01-17,YouTube,James|Phelps|Burgess,026 Good Ports Apt. 881,Port Adam,KY,Kentucky,USA,82799,edurham@hotmail.com,+8329634717985,Vanessa Miranda,Female 60+,Female,60+,Latein America,27573,5847,100,235,"0,85%","4424,17",Lauren Riggs
484,Campaign 484,2023-06-17,2023-06-19,Email,Salinas|Chavez,53637 Bonnie Walk Suite 961,South Adrianaport,IA,Iowa,USA,49560,richard84@hotmail.com,+2545622603,Chelsea Hoffman,Adults 18-40,Unknown,18-40,Latein America,31939,6216,1248,930,"2,91%","45788,59",Thomas Ryan
485,Campaign 485,2023-12-11,2023-12-26,YouTube,Schneider PLC,872 Davila Ville Apt. 985,Millerland,GA,Georgia,USA,42888,beasleycraig@yahoo.com,+1430693791,Stephen Murphy,Male 18-40,Male,18-40,India,11890,1473,2731,961,"8,08%","34988,95",Lauren Riggs
486,Campaign 486,2023-06-23,2023-07-10,Instagram,Jones LLC,89103 Jennings Cape Suite 740,South Dianafort,FL,Florida,USA,68504,norrisjames@pearson-burton.biz,+36395706167906,Danielle Hernandez,Male 18-40,Male,18-40,Canada,87589,246,162,913,"1,04%","47925,74",Aaron Faulkner
487,Campaign 487,2023-10-27,2023-10-31,TikTok,Williams PLC,911 Thomas Manors,Longchester,ID,Idaho,USA,62649,sanchezangela@butler.com,+88158970981186,Reginald Lee,Male 18-40,Male,18-40,Canada,69587,2809,3741,841,"1,21%","39179,98",Michael Camacho
488,Campaign 488,2023-10-06,2023-10-30,Email,Cohen|Williams|Hess,93243 Lee Loop Apt. 832,North Jonathanland,MP,Northern Mariana Islands,USA,43605,shawn39@gmail.com,+314858550923447,Mr. Nicholas Ramirez,Seniors 60+,Unknown,60+,USA,65513,9485,4034,709,"1,08%","48453,46",Jesus Rivera
489,Campaign 489,2023-06-30,2023-07-21,YouTube,Brown|Lawrence|Collins,069 Jeffrey Neck,North Jeffreyberg,VI,Virgin Islands,USA,70669,tracyfields@evans.com,+135132085844902,Thomas Fleming,Female 40-60,Female,40-60,India,16473,1135,2697,653,"3,96%","7211,94",Michael Camacho
490,Campaign 490,2023-04-27,2023-04-29,YouTube,Benjamin|Sons,861 Knox Cape Apt. 731,Lake John,CA,California,USA,62474,lrice@yahoo.com,+9707822987046,Derek Juarez,Female 40-60,Female,40-60,Australia,13030,9949,2192,123,"0,94%","19759,83",Thomas Ryan
491,Campaign 491,2023-12-27,2024-01-25,TikTok,Mcclain|Beltran|Patterson,2179 Obrien Fort,New Christopher,FL,Florida,USA,6005,jeffrey07@rice.com,+698872596657978,Bryan Moore,Adults 18-40,Unknown,18-40,India,82951,432,3604,462,"0,56%","38453,07",Brandon Townsend Jr.
492,Campaign 492,2023-05-22,2023-05-29,TikTok,Daniels Group,567 Jill Motorway,Sarabury,GU,Guam,USA,20455,michael10@gmail.com,+6445688783,Annette Rice,Male 40-60,Male,40-60,India,18825,2232,1071,470,"2,50%","11488,98",Wesley Simon
493,Campaign 493,2023-03-20,2023-04-18,Instagram,James|Phelps|Burgess,026 Good Ports Apt. 881,Port Adam,KY,Kentucky,USA,82799,edurham@hotmail.com,+8329634717985,Vanessa Miranda,Male 60+,Male,60+,USA,25328,9309,223,899,"3,55%","31204,31",Lauren Riggs
494,Campaign 494,2023-12-18,2024-01-14,YouTube,Benjamin|Sons,861 Knox Cape Apt. 731,Lake John,CA,California,USA,62474,lrice@yahoo.com,+9707822987046,Derek Juarez,Teens 13-19,Unknown,13-19,USA,33195,3478,626,242,"0,73%","49669,98",Thomas Ryan
495,Campaign 495,2023-12-01,2023-12-11,YouTube,Anderson Inc,Unit 0015 Box 7678,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,jgomez@gmail.com,+3584216618006,Morgan Gross,Adults 18-40,Unknown,18-40,USA,27553,2995,4162,167,"0,61%","7770,28",Thomas Ryan
496,Campaign 496,2023-08-28,2023-08-29,Email,Holmes|Johnson|Rodriguez,USCGC Erickson,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,polsen@alexander-smith.net,+1479099839029817,Anne Foley,Adults 18-40,Unknown,18-40,Australia,25825,3705,2671,664,"2,57%","34975,09",Wesley Simon
497,Campaign 497,2023-04-03,2023-05-01,Email,Walter Ltd,591 Gallegos Shore,East Jennifer,VT,Vermont,USA,67675,gravessusan@gonzalez.com,+4034303913,Sarah Warren,Seniors 60+,Unknown,60+,USA,75445,3803,4450,994,"1,32%","2592,59",Aaron Faulkner
498,Campaign 498,2023-03-13,2023-04-04,TikTok,Anderson Inc,Unit 0015 Box 7678,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,jgomez@gmail.com,+3584216618006,Morgan Gross,Adults 40-60,Unknown,40-60,Europe,36828,5200,1830,363,"0,99%","34219,4",Thomas Ryan
499,Campaign 499,2023-05-08,2023-05-13,Email,Valentine|Dunn,723 Julia Burg,Bartonhaven,VT,Vermont,USA,86914,gharrington@yahoo.com,+5835472748,Nathan May,Male 60+,Male,60+,India,27050,1773,4978,665,"2,46%","44276,09",Melissa Haynes
500,Campaign 500,2023-03-25,2023-04-22,TikTok,Green|Lloyd|Ball,30284 Villarreal Passage Apt. 698,Brownshire,NV,Nevada,USA,89609,wrightlucas@yahoo.com,+56229307994586,Shelly Stafford,Teens 13-19,Unknown,13-19,Canada,28525,8245,3024,942,"3,30%","16985,61",Jesus Rivera
501,Campaign 501,2023-11-14,2023-11-18,Facebook,Noble|Mcneil|Cooper,36911 Gay Streets Suite 795,Brentmouth,LA,Louisiana,USA,62951,sarahparks@yahoo.com,+35660863350070,Mark Garcia,Female 40-60,Female,40-60,USA,45801,5956,750,260,"0,57%","4259,12",Wesley Simon
502,Campaign 502,2023-01-27,2023-02-07,Instagram,Lyons PLC,20804 Burgess Trace,Petersenburgh,WV,West Virginia,USA,31082,nicholastaylor@yahoo.com,+4964036865,Sharon Crawford,Female 40-60,Female,40-60,Europe,91082,4847,105,262,"0,29%","17928,5",Lauren Riggs
503,Campaign 503,2023-01-13,2023-02-02,TikTok,Bradley|Jackson|Miller,190 Bradley Mill Suite 940,Craigbury,MO,Missouri,USA,18832,hansonpatrick@hunt.com,+3551561435486,Dr. David Glass Jr.,Male 60+,Male,60+,Australia,1025,604,1468,354,"34,54%","29787,51",Melissa Haynes
504,Campaign 504,2023-01-25,2023-02-13,TikTok,Hernandez Inc,9452 Amber Mills,Lopezville,NV,Nevada,USA,94038,uhansen@livingston.com,+151947089311832,Traci Holden,Female 40-60,Female,40-60,Latein America,81191,5184,1478,548,"0,67%","22718,62",Melissa Haynes
505,Campaign 505,2023-07-05,2023-08-03,Instagram,Schneider PLC,872 Davila Ville Apt. 985,Millerland,GA,Georgia,USA,42888,beasleycraig@yahoo.com,+1430693791,Stephen Murphy,Adults 18-40,Unknown,18-40,UK,77496,509,3957,252,"0,33%","10008,32",Lauren Riggs
506,Campaign 506,2023-03-14,2023-04-07,Facebook,Holloway|Cox|Ford,7800 Dorsey Tunnel Suite 734,West Tracy,UT,Utah,USA,56027,joseph49@hodges-campbell.com,+0118358647901,Dennis Carr,Male 60+,Male,60+,Latein America,35326,7840,3323,447,"1,27%","34654,96",Brandon Townsend Jr.
507,Campaign 507,2023-04-17,2023-05-01,TikTok,Jones|Miranda|Martin,45011 Marc Roads Apt. 548,Johnsonbury,NJ,New Jersey,USA,40892,kristenhoward@yahoo.com,+5580039387927,Christine Barnes,Seniors 60+,Unknown,60+,Japan,40991,7887,2576,196,"0,48%","6905,82",Thomas Ryan
508,Campaign 508,2023-02-07,2023-03-09,Email,Arnold|Smith|Ward,Unit 2316 Box 4709,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,michelle93@pineda-small.com,+6404886159251,Karen Bryan,Male 60+,Male,60+,USA,73480,2539,1229,394,"0,54%","23611,62",Jesus Rivera
509,Campaign 509,2023-04-27,2023-05-17,Email,Griffin LLC,4454 Tanya Bridge Apt. 797,East Johnmouth,AR,Arkansas,USA,45759,carlos94@ware.org,+4982096317,Karen Mitchell,Female 18-40,Female,18-40,Canada,87797,2203,673,150,"0,17%","45722,87",Brandon Townsend Jr.
510,Campaign 510,2023-02-27,2023-03-25,TikTok,Fisher|Johnston,36491 Jennifer Park Suite 248,East David,PA,Pennsylvania,USA,71082,rellis@lindsey.com,+58028199762452,Timothy Hernandez,Adults 18-40,Unknown,18-40,UK,21115,3073,3909,940,"4,45%","15351,2",Jesus Rivera
511,Campaign 511,2023-05-31,2023-06-08,Facebook,Holmes|Johnson|Rodriguez,USCGC Erickson,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,polsen@alexander-smith.net,+1479099839029817,Anne Foley,Seniors 60+,Unknown,60+,UK,86512,5480,3885,641,"0,74%","35513,81",Wesley Simon
512,Campaign 512,2023-02-06,2023-02-15,YouTube,Holloway|Cox|Ford,7800 Dorsey Tunnel Suite 734,West Tracy,UT,Utah,USA,56027,joseph49@hodges-campbell.com,+0118358647901,Dennis Carr,Male 18-40,Male,18-40,UK,51129,4112,868,492,"0,96%","37925,11",Brandon Townsend Jr.
513,Campaign 513,2023-04-01,2023-04-29,Instagram,Drake|Vasquez,8980 Cox Park,South Robert,NV,Nevada,USA,66099,tylersheila@hicks.com,+1238005701,Teresa Doyle,Female 18-40,Female,18-40,Latein America,5158,8481,797,117,"2,27%","18699,48",Michael Camacho
514,Campaign 514,2023-02-19,2023-02-20,Email,Griffin Inc,Unit 3822 Box 8338,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,dixonamber@hotmail.com,+880002060856308,Theodore Murphy,Female 18-40,Female,18-40,Europe,23084,4180,4345,229,"0,99%","38984,91",Brandon Townsend Jr.
515,Campaign 515,2023-02-07,2023-02-11,YouTube,Arnold|Smith|Ward,Unit 2316 Box 4709,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,michelle93@pineda-small.com,+6404886159251,Karen Bryan,Teens 13-19,Unknown,13-19,USA,40088,3475,1577,78,"0,19%","10448,16",Jesus Rivera
516,Campaign 516,2023-10-30,2023-11-19,YouTube,James|Phelps|Burgess,026 Good Ports Apt. 881,Port Adam,KY,Kentucky,USA,82799,edurham@hotmail.com,+8329634717985,Vanessa Miranda,Male 40-60,Male,40-60,Europe,47451,4528,1025,922,"1,94%","28584,68",Lauren Riggs
517,Campaign 517,2023-11-27,2023-12-13,YouTube,Griffin LLC,4454 Tanya Bridge Apt. 797,East Johnmouth,AR,Arkansas,USA,45759,carlos94@ware.org,+4982096317,Karen Mitchell,Female 40-60,Female,40-60,USA,98070,4008,4672,160,"0,16%","6708,46",Brandon Townsend Jr.
518,Campaign 518,2023-04-14,2023-04-26,YouTube,Harmon Inc,3532 Carla Spurs Suite 631,East Susanside,VA,Virginia,USA,63110,steven77@miller.com,+1293472414472086,Heidi Black,Teens 13-19,Unknown,13-19,UK,17621,5194,1547,322,"1,83%","23214,58",Kyle Serrano
519,Campaign 519,2023-05-29,2023-06-25,TikTok,Miller|Bryant|Burnett,1044 Kennedy Prairie Apt. 186,Jamiemouth,NE,Nebraska,USA,12690,bjohnson@martin-williams.com,+9588403830,Christopher Clark,Male 60+,Male,60+,Canada,22146,466,796,565,"2,55%","24724,64",Aaron Faulkner
520,Campaign 520,2023-05-21,2023-06-19,TikTok,Morris|Johnson|Anderson,065 John Street,West Adamchester,NV,Nevada,USA,72944,johnsondonald@meyer.com,+32261892539220,Sandy Mathis,Female 40-60,Female,40-60,India,32285,3446,464,141,"0,44%","16098,17",Kyle Serrano
521,Campaign 521,2023-06-30,2023-07-09,TikTok,Roberts|Brown,725 Peter Lights Apt. 639,South Janet,WV,West Virginia,USA,83873,nguyendustin@gmail.com,+6259188416213,Samantha Hudson,Female 18-40,Female,18-40,Canada,93631,6624,4879,575,"0,61%","8447,78",Thomas Ryan
522,Campaign 522,2023-07-01,2023-07-13,Instagram,Salinas|Chavez,53637 Bonnie Walk Suite 961,South Adrianaport,IA,Iowa,USA,49560,richard84@hotmail.com,+2545622603,Chelsea Hoffman,Male 40-60,Male,40-60,Latein America,98967,9994,1398,405,"0,41%","28786,24",Thomas Ryan
523,Campaign 523,2023-09-15,2023-09-23,Email,Lewis|Martinez,37059 Bates Prairie Suite 432,Port Robertmouth,MN,Minnesota,USA,28374,joshua06@king.com,+36383636475385,Angela Anderson,Adults 18-40,Unknown,18-40,Japan,26488,4215,3710,963,"3,64%","20125,89",Aaron Faulkner
524,Campaign 524,2023-10-20,2023-11-01,Email,Jimenez|Sons,8451 Walter Fords Apt. 737,South Danielchester,CT,Connecticut,USA,12719,amartinez@oconnell.com,+4051640984570,Justin Cole,Female 40-60,Female,40-60,Japan,83320,6709,3000,111,"0,13%","2636,02",Jesus Rivera
525,Campaign 525,2023-01-02,2023-01-07,Facebook,Roberts|Brown,725 Peter Lights Apt. 639,South Janet,WV,West Virginia,USA,83873,nguyendustin@gmail.com,+6259188416213,Samantha Hudson,Male 40-60,Male,40-60,Latein America,17434,8058,4913,903,"5,18%","33197,16",Thomas Ryan
526,Campaign 526,2023-03-30,2023-04-23,YouTube,Vaughan Group,PSC 0937,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,baldwinhailey@klein-fitzgerald.com,+1349058667435806,Ashley Carter,Teens 13-19,Unknown,13-19,Australia,30372,9774,4169,283,"0,93%","22544,06",Jesus Rivera
527,Campaign 527,2023-12-26,2024-01-02,TikTok,Hunt|Woods|Saunders,48531 Garcia Walk,Gonzalesville,WY,Wyoming,USA,31844,rramsey@warren.com,+1628025355066010,April Brewer,Female 60+,Female,60+,USA,53283,6082,3783,960,"1,80%","24511,44",Melissa Haynes
528,Campaign 528,2023-09-01,2023-09-02,Facebook,Nunez|Bowers,6821 Walker Via Suite 228,Lake Jessica,NE,Nebraska,USA,5036,michelle44@yahoo.com,+1864384897,James Woods,Female 40-60,Female,40-60,Latein America,70975,3098,2857,289,"0,41%","29042,22",Wesley Simon
529,Campaign 529,2023-12-27,2024-01-23,Facebook,Morris|Johnson|Anderson,065 John Street,West Adamchester,NV,Nevada,USA,72944,johnsondonald@meyer.com,+32261892539220,Sandy Mathis,Male 18-40,Male,18-40,USA,24082,4912,650,518,"2,15%","40666,82",Kyle Serrano
530,Campaign 530,2023-07-29,2023-08-27,Instagram,Fox|Carter|Cunningham,99919 Michelle Green Apt. 424,West Hannah,KY,Kentucky,USA,63482,bradymcclain@hotmail.com,+1172175730,Andre Manning,Female 60+,Female,60+,Australia,58154,7801,3685,834,"1,43%","45403,99",Brandon Townsend Jr.
531,Campaign 531,2023-09-23,2023-10-02,YouTube,Wall|Cruz,7470 Harris Roads Suite 137,Brookefort,MP,Northern Mariana Islands,USA,32507,davidponce@turner-copeland.com,+53982372697824,Robert Cruz,Male 60+,Male,60+,Japan,57788,1904,4492,264,"0,46%","36423,99",Becky Brown
532,Campaign 532,2023-01-15,2023-01-25,Facebook,Green|Lloyd|Ball,30284 Villarreal Passage Apt. 698,Brownshire,NV,Nevada,USA,89609,wrightlucas@yahoo.com,+56229307994586,Shelly Stafford,Adults 40-60,Unknown,40-60,Europe,35782,7277,1257,48,"0,13%","12829,76",Jesus Rivera
533,Campaign 533,2023-04-25,2023-05-20,Email,Roberts|Howe,64572 Dawn Forges Suite 455,South Samantha,PA,Pennsylvania,USA,33248,mckenziebrandon@allen.biz,+6985917266697,Robert Mcintosh,Adults 18-40,Unknown,18-40,Canada,68780,4304,947,385,"0,56%","1383,25",Brandon Townsend Jr.
534,Campaign 534,2023-06-21,2023-06-22,TikTok,Weaver|Garner|Ramos,2933 Ortiz Overpass Suite 099,South Douglasburgh,KY,Kentucky,USA,52632,oscott@gmail.com,+4989787718501,Melinda Johnston,Adults 40-60,Unknown,40-60,Australia,8588,3026,2834,494,"5,75%","42958,17",Brandon Townsend Jr.
535,Campaign 535,2023-03-26,2023-03-30,Instagram,Parker|Velasquez|Dixon,33302 Fuller Lakes,West Christopher,MH,Marshall Islands,USA,17095,hutchinsonmary@gmail.com,+4704867194830,Brian George,Female 40-60,Female,40-60,Canada,2032,8324,3692,494,"24,31%","17958,56",Aaron Faulkner
536,Campaign 536,2023-05-22,2023-06-09,Email,Herrera|Cook,0613 David Haven Apt. 354,North Samantha,MI,Michigan,USA,10699,ijordan@gmail.com,+8808919091,Madison York,Teens 13-19,Unknown,13-19,Japan,40314,2283,1137,97,"0,24%","7948,59",Wesley Simon
537,Campaign 537,2023-11-22,2023-12-14,Instagram,Williams PLC,911 Thomas Manors,Longchester,ID,Idaho,USA,62649,sanchezangela@butler.com,+88158970981186,Reginald Lee,Female 60+,Female,60+,Canada,47633,2473,3114,969,"2,03%","28810,28",Michael Camacho
538,Campaign 538,2023-08-21,2023-09-08,Instagram,James|Phelps|Burgess,026 Good Ports Apt. 881,Port Adam,KY,Kentucky,USA,82799,edurham@hotmail.com,+8329634717985,Vanessa Miranda,Female 40-60,Female,40-60,Latein America,80744,9567,3831,300,"0,37%","21503,77",Lauren Riggs
539,Campaign 539,2023-07-24,2023-07-26,YouTube,Herrera|Cook,0613 David Haven Apt. 354,North Samantha,MI,Michigan,USA,10699,ijordan@gmail.com,+8808919091,Madison York,Female 40-60,Female,40-60,Latein America,31148,9685,4695,443,"1,42%","11770,88",Wesley Simon
540,Campaign 540,2023-10-26,2023-10-27,YouTube,Griffin Inc,Unit 3822 Box 8338,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,Military / Anonymous Location,dixonamber@hotmail.com,+880002060856308,Theodore Murphy,Adults 18-40,Unknown,18-40,Europe,54126,3241,3876,417,"0,77%","12363,43",Brandon Townsend Jr.
541,Campaign 541,2023-12-31,2024-01-16,Facebook,Bush|Mendez|Smith,791 Darryl Squares Suite 934,Holdenport,OH,Ohio,USA,41129,churchtimothy@yahoo.com,+3253375294169,Patrick Williams,Seniors 60+,Unknown,60+,Canada,3141,2066,4858,707,"22,51%","33079,51",Brandon Townsend Jr.
542,Campaign 542,2023-04-12,2023-05-06,Email,Roberts|Brown,725 Peter Lights Apt. 639,South Janet,WV,West Virginia,USA,83873,nguyendustin@gmail.com,+6259188416213,Samantha Hudson,Female 18-40,Female,18-40,Canada,71363,4901,2954,229,"0,32%","42744,36",Thomas Ryan
543,Campaign 543,2023-04-08,2023-04-12,Instagram,Cooper|Alexander,01438 Kristin Fords Apt. 626,Port Paula,WA,Washington,USA,20979,gchavez@yang.com,+2844015003,Alexandria Hansen,Male 18-40,Male,18-40,Europe,77069,4269,3216,647,"0,84%","22090,59",Thomas Ryan
544,Campaign 544,2023-04-21,2023-05-20,TikTok,Green|Blake,230 Brandon Bypass Apt. 679,New Melissa,TN,Tennessee,USA,37505,karenpayne@yahoo.com,+399882061459395,Dustin Ramirez,Adults 40-60,Unknown,40-60,Europe,58876,3430,2111,19,"0,03%","39613,38",Jesus Rivera
545,Campaign 545,2023-12-09,2023-12-21,TikTok,Fisher Group,880 Watson Ramp Suite 059,Reynoldsfurt,GU,Guam,USA,10725,brian57@hotmail.com,+11851687120,Jeremy Baker,Adults 18-40,Unknown,18-40,UK,45538,4754,1731,825,"1,81%","44619,17",Melissa Haynes
546,Campaign 546,2023-11-10,2023-11-16,Instagram,Smith|Bailey,055 Rebecca Ramp,Edwardsland,WY,Wyoming,USA,72139,bakerpaul@holland.com,+05449561427992,Sharon Reeves,Male 60+,Male,60+,Australia,89920,6865,1180,635,"0,71%","17851,68",Michael Camacho
547,Campaign 547,2023-12-09,2024-01-08,Facebook,Reed|Johnson,01161 Mcintyre Burg,Robinsonport,CO,Colorado,USA,51964,stacy50@bates-martin.com,+15223213506854,John Terrell,Female 60+,Female,60+,Japan,19751,105,2064,390,"1,97%","39438,63",Becky Brown
